body,rate,likes,dislikes,created_at,is_buyer,product_id,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ocsvm_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_OneClassSVM,is_outlier_OneClassSVM,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
جنس پارچش خوبه ,0.0,0,0,,True,6777271,جنس پارچش خوبه,3,14,1.0,0,-1,-1,-0.0026288669619909943,-5161120851.248235,1.6778918738474435,0.3458043186488405,-1.2347676197790651,0.0886139548799118,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
بوی خوبی داره و با کیفیت هست,3.0,0,0,,True,4012333,بوی خوبی داره و با کیفیت هست,7,28,1.0,0,-1,-1,-0.025787105503640828,-5161120850.63779,5.964527485330258,0.3395811166296632,-4.251725135279402,0.013731724751635687,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
جنس خوب و تن خور شیکی داره,3.0,2,1,,True,2217728,جنس خوب و تن خور شیکی داره,7,26,1.0,0,-1,-1,-0.010761126524314824,-5161120851.184369,2.487945290574313,0.33592893752167896,-10.858192314184102,0.13733307280174964,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
قیمتش مناسبه و نسبت به قیمت کیفیت خوبی داره,4.0,1,3,,False,9789998,قیمتش مناسبه و نسبت به قیمت کیفیت خوبی داره,9,43,1.0,0,-1,-1,-0.020546030739202747,-5153693311.566149,5.788574988407284,0.34983249938739885,-4.666000443025794,0.013256315507193231,-0.026092218604481743,1,-5161120849.822901,1,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
دوخت زیبا ، جنس خوب ، احساس راحتی ، لطیف,3.0,9,8,,True,697163,دوخت زیبا جنس خوب احساس راحتی لطیف,7,34,1.0,0,-1,-1,-0.026333716965320497,-5161120850.753767,8.189137557296991,0.36292133543882343,1.6445978228925213,0.8971365850935838,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: KNN، Ensemble، OneClassSVM، Autoencoder
خیلی جنس خوبی داره واقعا عالیه ,5.0,2,1,,True,7860117,خیلی جنس خوبی داره واقعا عالیه,6,30,1.0,0,-1,-1,-0.016239693192980853,-5161120851.035589,4.874626538382456,0.3496387948101754,-4.480013336600999,0.20413734338821063,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
"من این ماسک رو از بیرون گرفتم ۸ هزار تومن
ولی در کل خیییلی خوووب بود 
وقتی رو پوست میزاری حس خنکی میکنه که خیلی خوبه 
من برای این گرفتم که چون خنک میکنه باعث میشه آفتاب سوختگی رو کم کنه و من وقتی اولین بار گذاشتم تأثیر خیییلی خوبی داشت و صورتم رو نرم تر و کمی آقتاب سوختگی رو کم کرد 
پیشنهاد میکنم👍🏻😄",5.0,0,0,,False,7133383,من این ماسک رو از بیرون گرفتم هزار تومن ولی در کل خیلی خوب بود وقتی رو پوست می زاری حس خنکی میکنه که خیلی خوبه من برای این گرفتم که چون خنک میکنه باعث میشه آفتاب سوختگی رو کم کنه و من وقتی اولین بار گذاشتم تأثیر خیلی خوبی داشت و صورتم رو نرم تر و کمی آقتاب سوختگی رو کم کرد پیشنهاد می کنم,66,288,0.7272727272727273,1,-1,-1,-0.022113940884526895,-5161120851.168193,4.15779925192205,0.3281045400019949,0.00011448558852578117,0.18887668591326448,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM، Autoencoder
به صرفه هست,5.0,0,0,,True,7637176,به صرفه هست,3,11,1.0,0,-1,-1,-0.014638756888969318,-5161120851.298175,0.7080478814713314,0.30726055961326726,0.09658720795103015,0.03502917597710637,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
نسبت به قیمتش ارزش خرید داره من که بوش رو پسندیدم فقط ماندگاری کمی داره ,4.0,0,2,,True,6224642,نسبت به قیمتش ارزش خرید داره من که بوش رو پسندیدم فقط ماندگاری کمی داره,15,71,0.9333333333333333,0,-1,-1,-0.012581520693059178,-5161120851.075489,6.210459339338899,0.372887117157148,-2.180399978218796,0.03165417225550827,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,تأیید چند مدل: Isolation، KNN، Ensemble
کتاب جالبیه ,4.0,0,0,,True,3351376,کتاب جالبیه,2,11,1.0,0,-1,-1,-0.00697665643535339,-5161120851.231578,0.0,0.3171752693761988,-0.24311224568575796,0.006179343775022121,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
معمولی خیلی کوچولوئه ,3.0,0,0,,True,6874012,معمولی خیلی کوچولوئه,3,20,1.0,0,-1,-1,-0.07849508256268883,12062845134.968536,2.5835948979300176,0.3160015574450206,-0.8808894948475707,0.05270484595849643,-0.026092218604481743,0,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، Ensemble، OneClassSVM
هم زیبا هم بادوام,4.0,0,0,,True,2961550,هم زیبا هم بادوام,4,17,0.75,0,-1,-1,-0.022170907521603278,-5161120850.85101,3.863223126891705,0.32471431467774337,0.0004179062714726456,0.02882183380624357,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,تأیید چند مدل: Isolation، Ensemble، OneClassSVM
بسته بندی و کیفیت خوب,3.0,0,0,,True,7389660,بسته بندی و کیفیت خوب,5,21,1.0,0,-1,-1,-0.008470137956025081,-5161120851.270639,0.7951398764365359,0.3225111616604543,-0.4074661074879966,0.022479796825270824,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
مناسب با رنگش هست,5.0,0,0,,True,1040021,مناسب با رنگش هست,4,17,1.0,0,-1,-1,-0.02584075961809823,-5161120846.57109,4.576684294886049,0.324106021779492,-4.970940726816394,0.017581188714752147,-0.026092218604481743,1,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
جنسش خیلی خوب نبود,3.0,0,0,,True,2726740,جنسش خیلی خوب نبود,4,18,1.0,0,-1,-1,-0.06453970628004585,9048901665.8199,3.2894759529187403,0.332352005570107,-12.047811553880251,0.10088132021925707,-0.026092218604481743,0,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، Ensemble، Autoencoder
کیفیت خوب نسبت به قیمت,0.0,0,0,,True,510834,کیفیت خوب نسبت به قیمت,5,22,1.0,0,-1,-1,-0.018551850369390666,-5161120851.052768,2.9037112152207007,0.32248341214472603,-1.1217688609309366,0.019722649114217245,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
عالی‌‌پاکنندگی‌خوبی‌داره,5.0,0,0,,True,2401696,عالی پاکنندگی خوبی داره,4,23,1.0,0,-1,-1,-0.02010667229479368,-5161120772.162277,2.0919961477684526,0.30990393584237397,-2.4885283622115004,0.10588261304453364,-0.026092218604481743,1,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble، Autoencoder
"این تیشرت با این قیمت واقعا ارزش خرید نداره 
فک میکردم کیفیت خوبی داره اما جالب نبود
سایزشم استاندارد نبود واسم
",2.0,0,0,,True,3418559,این تیشرت با این قیمت واقعا ارزش خرید نداره فک می کردم کیفیت خوبی داره اما جالب نبود سایزشم استاندارد نبود واسم,22,111,0.9090909090909091,0,-1,-1,-0.01750493103333539,-5161120850.931422,5.355579612731839,0.35202813196411437,-7.324714153728568,0.15033055365497455,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
خیلی خوب است,3.0,0,0,,True,1118153,خیلی خوب است,3,12,1.0,0,-1,-1,-0.008540085700873445,-5161120851.231578,0.2580560425615679,0.3164085116241339,-0.15738383860118255,0.03491273977285199,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
"کفش خوبی هستش ازش راضی هستم
بسته بندی خوبی هم داشت",5.0,1,0,,True,2903453,کفش خوبی هستش ازش راضی هستم بسته بندی خوبی هم داشت,11,50,0.9090909090909091,0,-1,-1,-0.019989825676165585,-5161120851.013517,6.443637671690366,0.3583077340333414,-5.697059039322765,0.08475249374231901,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
کوکتلش بد نیست عالی هم نیست با توجه به قیمتش اکی از نظرم ,3.0,0,0,,True,6161022,کوکتلش بد نیست عالی هم نیست با توجه به قیمتش اکی از نظرم,13,56,0.9230769230769231,0,-1,-1,-0.03200083285945399,-5161120851.222429,4.908980326736847,0.3135140308388824,-1.6309274149097597,0.2591896807096363,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,تأیید چند مدل: KNN، Ensemble، Autoencoder
خوش بو اما ماندگاری خیلی کم... در کل توصیه میکنم,3.0,0,0,,True,493336,خوش بو اما ماندگاری خیلی کم در کل توصیه می کنم,11,46,1.0,0,-1,-1,-0.0014134074523197704,-5161120850.474394,7.033357291918105,0.4078558586060659,-0.4835718983247901,0.023422425078272822,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
"اثری فوق العاده جذاب که از خواندن وقایع آن بسیار تحت تاثیر قرار گرفتم. نویسنده به خوبی توانسته تمام افکار و حالات هر شخصیت کتاب رو‌ به قلم بیاره و تحسین برانگیزه؛
شخصیت اصلی کتاب هم خیلی گیرا بود و به جذابیت داستان افزوده می شد. در تمام اتفاقات کتاب خودم رو به جای نویسنده می دیدم.و واقعا خیلی جالب بود برام شخصیتش.
با اینکه چندین جلد از کتاب های فراری های کره شمالی رو خوانده بودم،بعد از اتمام کتاب علاقه مند تر شدم و سخنرانی تد یئان می پارک رو نگاه کردم. توصیه میکنم این کتاب ساده و خواندنی رو حتما بخونید. چون یکی از بهترین کتابها در زمینه مستند و زندگی نامه هست‌.
ترجمه‌ی کتاب روان و ساده بود.",5.0,13,0,,False,3054427,اثری فوق العاده جذاب که از خواندن وقایع آن بسیار تحت تاثیر قرار گرفتم نویسنده به خوبی توانسته تمام افکار و حالات هر شخصیت کتاب رو به قلم بیاره و تحسین برانگیزه شخصیت اصلی کتاب هم خیلی گیرا بود و به جذابیت داستان افزوده می شد در تمام اتفاقات کتاب خودم رو به جای نویسنده می دیدم و واقعا خیلی جالب بود برام شخصیتش با اینکه چندین جلد از کتاب های فراری های کره شمالی رو خوانده بودم بعد از اتمام کتاب علاقه مند تر شدم و سخنرانی تد یئان می پارک رو نگاه کردم توصیه می کنم این کتاب ساده و خواندنی رو حتما بخونید چون یکی از بهترین کتابها در زمینه مستند و زندگی نامه هست ترجمه ی کتاب روان و ساده بود,125,588,0.72,0,-1,-1,-0.02380267374021766,-5161120851.116313,6.5518233629669425,0.35067333990217436,0.8289826355999779,0.08074997152973674,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,طول متن غیرمعمول (125 کلمه)؛ امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن (لایک خیلی بالا نسبت به دیسلایک)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
با قیمت پایینی که داره جنس خوبی داره و راضی کنندس,5.0,0,0,,True,2826763,با قیمت پایینی که داره جنس خوبی داره و راضی کنندس,11,49,0.9090909090909091,0,-1,-1,-0.017005403824781162,-5161120851.098806,2.026925190431732,0.3163671117241732,-5.348127974389666,0.13584395303397268,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
کتاب رفتیم بیرون سیگار بکشیم، هفده سال‌ طول کشید.... مجموعه ای از داستان‌های نویسندگان معاصر روس که به واقع من از خواندن این کتاب و قلم جادویی این نویسندگان شوکه شدم به شما توصیه میکنم بخرید بخوانید و هدیه دهید، در اینجا قسمتی از داستان حیوان وحشی برای شما به اشتراک میگذارم: او تنهای تنها مانده بود، در حالی که بنا به طبع وخلق وخویش اصلأ تحمل تنهایی را نداشت و حالش به مگسی می مانست که بال هایش را کنده باشند و به دیوانگی گذاشته باشد:دور خودش می چرخید و این طرف و ان طرف می رفت، ولی یا به پهلو می افتاد یا دنیا زیر پایش خالی می شد... و حالا این جادو و جنبل هم مزید بر علت شده بود,5.0,15,0,,True,443774,کتاب رفتیم بیرون سیگار بکشیم هفده سال طول کشید مجموعه ای از داستان های نویسندگان معاصر روس که به واقع من از خواندن این کتاب و قلم جادویی این نویسندگان شوکه شدم به شما توصیه می کنم بخرید بخوانید و هدیه دهید در اینجا قسمتی از داستان حیوان وحشی برای شما به اشتراک می گذارم او تنهای تنها مانده بود در حالی که بنا به طبع وخلق وخویش اصلأ تحمل تنهایی را نداشت و حالش به مگسی می مانست که بال هایش را کنده باشند و به دیوانگی گذاشته باشد دور خودش می چرخید و این طرف و ان طرف می رفت ولی یا به پهلو می افتاد یا دنیا زیر پایش خالی می شد و حالا این جادو و جنبل هم مزید بر علت شده بود,127,569,0.7244094488188977,0,-1,-1,-0.00012323796112245766,-5161120851.142192,6.591721415660007,0.4059591506966558,-0.6749744352535387,0.08817484422373481,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,طول متن غیرمعمول (127 کلمه)؛ امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن (لایک خیلی بالا نسبت به دیسلایک)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
"سرمه دان خوبیه. هم از جهت جنس که برنج و ماندگار و قابل شستشو هم قیمت خوبی داره 
من دائما از سرمه استفاده میکنم و میله نازک و خوبی داره. حتما قبل از استفاده میله رو چک کنید که پلیسه نداشته باشه و به چشم اسیب نزنه. فقط هر ده روز یک بار بسته به میزان استفاده باید میله رو کوک کنید(طریقه کوک میله سرمه دان سرچ بفرمایید)

من سه تا از فروشنده پروما گالری با کدهای مختلف و طرح و قیمت متفاوت تهیه کردم همه رو یه شکل فرستاد! اگه قراره خودتون هرچی میخواید ارسال کنید پس چرا عکس میذارید که انتخاب کنیم؟؟!",5.0,4,0,,True,5898467,سرمه دان خوبیه هم از جهت جنس که برنج و ماندگار و قابل شستشو هم قیمت خوبی داره من دائما از سرمه استفاده می کنم و میله نازک و خوبی داره حتما قبل از استفاده میله رو چک کنید که پلیسه نداشته باشه و به چشم اسیب نزنه فقط هر ده روز یک بار بسته به میزان استفاده باید میله رو کوک کنید طریقه کوک میله سرمه دان سرچ بفرمایید من سه تا از فروشنده پروما گالری با کدهای مختلف و طرح و قیمت متفاوت تهیه کردم همه رو یه شکل فرستاد اگه قراره خودتون هرچی میخواید ارسال کنید پس چرا عکس میذارید که انتخاب کنیم,106,484,0.7169811320754716,0,-1,-1,-0.017915200738930437,-5161120851.089987,5.246651664477319,0.34987305304691135,-2.602145386377444,0.14283462196575075,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,طول متن غیرمعمول (106 کلمه)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
خوب بود توصیه میکنم بخرید خوش بود هست,5.0,0,0,,True,3357624,خوب بود توصیه می کنم بخرید خوش بود هست,9,38,0.8888888888888888,0,-1,-1,-0.02895667482415526,-5161120850.539941,5.737722593530529,0.3297313309002811,-4.101740705245323,0.16473687681476665,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
با توجه به قیمتش واقعا بوش شبیه به اورجینال است,5.0,0,0,,True,3665381,با توجه به قیمتش واقعا بوش شبیه به اورجینال است,10,47,0.9,0,-1,-1,-0.010985261626855813,-5161120851.1578455,5.265039710261009,0.3661270377506916,-2.1252394717062586,0.013767146781201367,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
"کوچولو ان بنظرم برای پا دوتا توی اب بندازید کافی باشه از لحاظ کیفیت هم خوب بود اما نکته ای که هست بسته بندی کالاعه... درسته که زیباست اما بسته بندی فاکتور حفظ کالا رو هم باید داشته باشه که طی حمل و نقل کمترین اسیب رو ببینه که این نوع بسته بندی برای کوکتل ها مناسب نیست و باعث میشه بهم برخورد کنن و بشکنن و پودر بشن ...
خریدش رو پیشنهاد میکنم درکل",5.0,2,0,,True,3497286,کوچولو ان بنظرم برای پا دوتا توی اب بندازید کافی باشه از لحاظ کیفیت هم خوب بود اما نکته ای که هست بسته بندی کالاعه درسته که زیباست اما بسته بندی فاکتور حفظ کالا رو هم باید داشته باشه که طی حمل و نقل کمترین اسیب رو ببینه که این نوع بسته بندی برای کوکتل ها مناسب نیست و باعث میشه بهم برخورد کنن و بشکنن و پودر بشن خریدش رو پیشنهاد می کنم درکل,75,340,0.7866666666666666,0,-1,-1,-0.00145441952602543,-5161120851.139975,4.599780119887681,0.38084326221479076,-0.8978630529831229,0.0688036368786422,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
عولی این,4.0,0,0,,True,7445666,عولی این,2,8,1.0,0,-1,-1,-0.02119495309158531,-5161120851.046427,2.415146951144017,0.3109576881538564,0.0003797937119962569,0.0502507892199533,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
"واقعا متاسفام برای دیجی کالا که نظارت نداره روی کالا ها 
من برای هدیه این کتاب رو با رنگ داخل عکس یعنی سرخابی سفارش دادم ولی برای من قهوه ای ارسال شده که نمیدونم الان چیکارش بکنم ولی جدا از رنگ خود کالا کیفیت خوبی داره",0.0,6,1,,True,4690244,واقعا متاسفام برای دیجی کالا که نظارت نداره روی کالا ها من برای هدیه این کتاب رو با رنگ داخل عکس یعنی سرخابی سفارش دادم ولی برای من قهوه ای ارسال شده که نمیدونم الان چیکارش بکنم ولی جدا از رنگ خود کالا کیفیت خوبی داره,46,217,0.8260869565217391,0,-1,-1,-0.00815979809258599,-5161120850.860296,5.992264971803365,0.38071494262044453,-4.390316092687877,0.05688533426635187,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
عالی بود کاربردی بود واقا استفاده بردم ازش اما قیمتش گمونم یکم زیاد بود,0.0,3,0,,True,1644628,عالی بود کاربردی بود واقا استفاده بردم ازش اما قیمتش گمونم یکم زیاد بود,14,71,0.8571428571428571,0,-1,-1,-0.033783679735731875,-5161120850.981698,6.798308872343237,0.3302824527326609,-3.7565338972165367,0.14173034710835675,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
کاربردی و مناسب,0.0,0,0,,True,1112552,کاربردی و مناسب,3,15,1.0,0,-1,-1,-0.010108369103754677,-5161120850.198244,1.9354203192119683,0.3313293688103311,0.24965452516226705,0.028083165948021183,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
خیلی خوب است,5.0,0,0,,True,5126674,خیلی خوب است,3,12,1.0,0,-1,-1,-0.010718268861489688,-5161120851.231578,0.0,0.3085092322966248,-3.093750531135697e-05,0.037368830974995944,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
این کفش فوق‌العادست هم از نظر جنس کفی و هم از نظر چرم روش، داخل پاهم خیلی قشنگتره. خریدش رو به همه پیشنهاد میکنم. خودم تو شگفت انگیز 2/140 خریدم. هرچی از جنس و دوام این کفش زیبا بخوام تعریف کنم کمه.,5.0,3,4,,True,11514260,این کفش فوق العادست هم از نظر جنس کفی و هم از نظر چرم روش داخل پاهم خیلی قشنگتره خریدش رو به همه پیشنهاد می کنم خودم تو شگفت انگیز خریدم هرچی از جنس و دوام این کفش زیبا بخوام تعریف کنم کمه,43,188,0.7906976744186046,0,-1,-1,-0.0201830411709783,-5161120851.087008,4.1752932984800655,0.3327702428058555,-3.697401905914843,0.3361222897745766,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
با توجه به قیمت پیشنهاد میکنم,0.0,0,0,,True,6142767,با توجه به قیمت پیشنهاد می کنم,7,30,1.0,0,-1,-1,-0.0004109744717055719,-5161120851.231578,1.147625097202765,0.3450759924575859,-0.0004473304940457723,0.04592851471362445,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
تبلیغات این کتاب رو در یکی از کلیپهای استاد سادگورو دیده بودم،بسیار کاربردی و در عین حال تمارین راحت و متنوع،شخصا روی ترجمه کتابها با موضوع معنوی خیلی دقت میکنم که مترجم باورهای دینی و اعتقادی خودش رو به متن اصلی اضافه نکنه تا باعث گمراهی خواننده بشه و اگر چنین باشه از خواندن اون کتاب دست میکشم، مترجم خانم دانشور طریقی بسیار روان و بدون تغییرات این کتاب رو ترجمه کردند و مطالب رو از استاد بسیار روان به خواننده منتقل میکنن،متشکرم بخاطر امانتداری در ترجمه.,0.0,8,0,,True,4054241,تبلیغات این کتاب رو در یکی از کلیپهای استاد سادگورو دیده بودم بسیار کاربردی و در عین حال تمارین راحت و متنوع شخصا روی ترجمه کتابها با موضوع معنوی خیلی دقت می کنم که مترجم باورهای دینی و اعتقادی خودش رو به متن اصلی اضافه نکنه تا باعث گمراهی خواننده بشه و اگر چنین باشه از خواندن اون کتاب دست می کشم مترجم خانم دانشور طریقی بسیار روان و بدون تغییرات این کتاب رو ترجمه کردند و مطالب رو از استاد بسیار روان به خواننده منتقل میکنن متشکرم بخاطر امانتداری در ترجمه,92,457,0.7282608695652174,0,-1,-1,-0.020481962074640037,-5161120851.132483,6.194072462688446,0.35440746395631234,-2.059374636198811,0.028821925132068257,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,طول متن غیرمعمول (92 کلمه)؛ امتیاز افراطی (0.0)؛ الگوی تعامل نامتوازن (لایک خیلی بالا نسبت به دیسلایک)؛ تأیید چند مدل: Isolation، KNN، Ensemble
به نظرم عالی هم قیمت هم جنس شکل های روشم همش هستشون عالی توصیه میکنم بخرید.,5.0,0,0,,True,1842523,به نظرم عالی هم قیمت هم جنس شکل های روشم همش هستشون عالی توصیه می کنم بخرید,17,75,0.8823529411764706,0,-1,-1,-0.03620270083928118,-5161120851.06704,6.099478180014153,0.31694998891231574,-7.854700148599576,0.24030845056456301,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
